NAME	X	Y
TYPE	numeric	numeric
MGH36_P6_F01	0.49834913	0.426517384
MGH36_P6_F04	0.504849049	0.315855425
MGH36_P6_F06	0.417528591	0.597889126
MGH36_P6_F07	0.587124171	0.376460522
MGH36_P6_F08	0.445447327	0.051774839
MGH36_P6_F10	0.80884756	0.252593141
MGH36_P6_F12	0.291027977	0.465865687
MGH36_P6_G01	0.519036981	0.373562438
MGH36_P6_G02	0.810981055	0.425857739
MGH36_P6_G03	0.557973409	0.262474907
MGH36_P6_G04	0.499977221	0.345514508
MGH36_P6_G05	0.549928953	0.442880182
MGH36_P6_G07	0.335358812	0.449705547
MGH36_P6_G08	0.306154811	0.397422248
MGH36_P6_G09	0.596009655	0.533042584
MGH36_P6_G10	0.593162536	0.414960613
MGH36_P6_G11	1.250243136	0.650523072
MGH36_P6_G12	0.288350561	0.415355058
MGH36_P6_H06	0.963090105	0.401346746
MGH36_P6_H07	0.355710908	0.340836466
MGH36_P6_H10	0.749683491	0.394776306
MGH36_P6_H12	0.415676352	0.329861419
MGH36_P7_A03	0.808341112	0.436014259
MGH36_P7_A04	0.213174709	0.431003333
MGH36_P7_A06	0.769856246	0.352718084
MGH36_P7_A09	0.238392021	0.369647312
MGH36_P7_A10	0.707028103	0.214277613
MGH36_P7_A11	0.569741028	0.550302273
MGH36_P7_A12	0.57107807	0.182504844
MGH36_P7_B02	0.472274193	0.350981357
MGH36_P7_B03	0.881397706	0.406203378
MGH36_P7_B04	0.41606266	0.141538931
MGH36_P7_B06	0.659386615	0.431608188
MGH36_P7_B07	0.308890932	0.536316232
MGH36_P7_B08	0.390324363	0.152791756
MGH36_P7_B09	0.253785577	0.176638831
MGH36_P7_B10	0.426857415	0.375554117
MGH36_P7_B11	0.250493745	0.423581694
MGH36_P7_D01	0.135407857	0.467722578
MGH36_P7_D02	0.129816977	0.265104195
MGH36_P7_D03	0.536398901	0.309423924
MGH36_P7_D05	0.432418289	0.596061312
MGH36_P7_D06	0.146785354	0.270603819
MGH36_P7_D07	1.03919595	0.272959466
MGH36_P7_D08	0.485684096	0.458764955
MGH36_P7_D09	0.601393633	0.575406071
MGH36_P7_D10	0.603993706	0.510111225
MGH36_P7_E04	0.390204511	0.383404301
MGH36_P7_E07	3.713741501	2.564592769
MGH36_P7_E10	0.166689284	0.323175834
MGH36_P7_E12	0.612996207	0.195496492
MGH36_P7_F01	0.562683287	0.209028441
MGH36_P7_F02	0.408405468	0.399017078
MGH36_P7_F03	0.886096649	0.425202984
MGH36_P7_F04	0.394757963	0.397281317
MGH36_P7_F06	0.794490172	0.173618832
MGH36_P7_F08	0.84476973	0.372373219
MGH36_P7_F09	0.540558222	0.448332695
MGH36_P7_F10	0.587452195	0.48378796
MGH36_P7_F11	0.535643339	0.15011802
MGH36_P7_F12	0.220307098	0.263974083
MGH36_P7_G01	0.915226954	0.611211699
MGH36_P7_G03	0.439575212	0.205756975
MGH36_P7_G04	0.288037653	0.289775848
MGH36_P7_G05	0.753354632	0.362518616
MGH36_P7_G06	0.262867563	0.079088974
MGH36_P7_G08	0.281561667	0.420508801
MGH36_P7_G10	0.712900896	0.256191469
MGH36_P7_G11	0.21620058	0.498016334
MGH36_P7_H02	0.308092727	0.238829125
MGH36_P7_H03	0.722773644	0.336866308
MGH36_P7_H04	0.424339513	0.319902395
MGH36_P7_H07	0.272746601	0.251492471
MGH36_P7_H11	0.581846582	0.581984676
MGH36_P7_H12	0.259139377	0.141045678
MGH36_P5_A02	0.45430267	0.478814125
MGH36_P5_A03	0.396915465	0.492206035
MGH36_P5_A06	0.30001056	0.500189713
MGH36_P5_A07	0.328898444	0.373555056
MGH36_P5_A08	0.662447369	0.544800725
MGH36_P5_A09	0.621422354	0.403707634
MGH36_P5_B02	0.553203921	0.5548153
MGH36_P5_B03	0.363487628	0.389651471
MGH36_P5_B04	0.140225755	0.36615998
MGH36_P5_B05	0.822067315	0.297402859
MGH36_P5_B06	0.345258943	0.370854875
MGH36_P5_B07	0.455288212	0.234485747
MGH36_P5_B08	0.799277608	0.442126422
MGH36_P5_B09	0.322478168	0.409267376
MGH36_P5_B11	0.348661802	0.340573411
MGH36_P5_C01	0.58113683	0.284132626
MGH36_P5_C02	0.926260748	0.426469338
MGH36_P5_C03	0.683484301	0.35229434
MGH36_P5_C04	0.58033609	0.389784611
MGH36_P5_C05	0.190910335	0.669220598
MGH36_P5_C06	0.573357752	0.219810593
MGH36_P5_C09	0.890049325	0.493197855
MGH36_P5_C11	0.086637753	0.574652708
MGH36_P5_C12	0.155276625	0.471505329
MGH36_P5_D01	0.767878915	0.448267457
MGH36_P5_D02	0.548651944	0.313286267
MGH36_P5_D03	0.718306816	0.531259985
MGH36_P5_D04	3.083321053	2.283166257
MGH36_P5_D06	0.582775215	0.421523157
MGH36_P5_D07	0.420954027	0.335158899
MGH36_P5_D08	0.472446215	0.480930241
MGH36_P5_D09	0.092476404	0.342665548
MGH36_P5_D11	0.317313999	0.255740196
MGH36_P5_E01	0.28260432	0.509039392
MGH36_P5_E02	1.757027867	4.682463725
MGH36_P5_E03	0.390397417	0.561207775
MGH36_P5_E05	0.219844546	0.285632608
MGH36_P5_E07	0.413356086	0.170109228
MGH36_P5_E08	0.635074904	0.556652569
MGH36_P5_E09	0.538274313	0.262244169
MGH36_P5_E10	0.383217806	0.576960237
MGH36_P5_E11	0.460358307	0.367319811
MGH36_P5_F02	1.113445731	0.452096582
MGH36_P5_F04	0.690757409	0.453845537
MGH36_P5_F05	0.188795644	0.330434086
MGH36_P5_F06	0.271494608	0.390146775
MGH36_P5_F07	0.484258288	0.303157653
MGH36_P5_F08	0.58396096	0.295945927
MGH36_P5_F09	0.245403603	0.183174887
MGH36_P5_F11	0.492685606	0.327901937
MGH36_P5_G01	0.230615496	0.35426575
MGH36_P5_G02	0.296581367	0.224602118
MGH36_P5_G04	0.42083032	0.294998259
MGH36_P5_G06	0.297968894	0.268782658
MGH36_P5_G07	0.497886912	0.491964072
MGH36_P5_G08	0.438542308	0.54946623
MGH36_P5_G09	0.674202692	0.176121823
MGH36_P5_G10	0.527217135	0.480197606
MGH36_P5_G11	0.348773102	0.430964726
MGH36_P5_H02	0.159265967	0.433143399
MGH36_P5_H03	0.449138279	0.333910211
MGH36_P5_H06	0.744074832	0.208295004
MGH36_P5_H07	0.742781727	0.443265479
MGH36_P5_H09	0.157131638	0.447836605
MGH36_P10_A02	0.533289775	0.433154262
MGH36_P10_A04	0.565282171	0.388264797
MGH36_P10_A05	0.573838384	0.623218475
MGH36_P10_A06	0.656216127	0.415332207
MGH36_P10_A07	0.636986767	0.693747957
MGH36_P10_A09	0.504100726	0.327303496
MGH36_P10_A11	0.493946817	0.289882317
MGH36_P10_A12	0.407576431	0.123806036
MGH36_P10_B01	1.070074981	0.718764478
MGH36_P10_B03	0.604317316	0.682174312
MGH36_P10_B05	0.798211093	0.541354492
MGH36_P10_B07	0.634831889	0.579591707
MGH36_P10_B08	0.768358792	0.588588175
MGH36_P10_B10	0.518599167	0.498335421
MGH36_P10_B11	0.896449578	0.44523945
MGH36_P10_C01	0.649468703	0.326096417
MGH36_P10_C03	1.071318845	0.453806384
MGH36_P10_C04	0.350846409	0.356886646
MGH36_P10_C06	0.653096316	0.744813692
MGH36_P10_C07	0.495166398	0.285956971
MGH36_P10_C08	0.481988908	0.313777079
MGH36_P10_C09	0.298959685	0.204575036
MGH36_P10_C10	0.447443431	0.180401554
MGH36_P10_C12	0.590754249	0.552205655
MGH36_P10_D01	0.297234609	0.367680962
MGH36_P10_D02	0.773105354	0.389275989
MGH36_P10_D03	0.604688024	0.659440486
MGH36_P10_D04	0.916701927	0.314965217
MGH36_P10_D05	0.552018891	0.429731854
MGH36_P10_D07	0.506730687	0.587703692
MGH36_P10_D09	0.536391711	0.274969308
MGH36_P10_D10	0.546306998	0.416375926
MGH36_P10_D12	0.657535786	0.504525664
MGH36_P10_E02	0.310002674	0.462160021
MGH36_P10_E03	0.680700344	0.668247544
MGH36_P10_E04	0.5859408	0.288132118
MGH36_P10_E07	0.789236712	0.285865541
MGH36_P10_E10	0.425922008	0.224354495
MGH36_P10_E11	0.47323582	0.353326489
MGH36_P10_E12	0.679648935	0.316363644
MGH36_P10_F02	0.624645239	0.267670759
MGH36_P10_F05	0.592459705	0.304822951
MGH36_P10_F08	0.025326673	0.316582953
MGH36_P10_F10	0.612979965	0.205297859
MGH36_P10_F11	0.817355037	0.23463474
MGH36_P10_F12	0.653360055	0.483818365
MGH36_P10_G02	1.64474682	0.753548538
MGH36_P10_G03	0.200515333	0.598367476
MGH36_P10_G05	0.710808095	0.398082995
MGH36_P10_G07	0.65341929	0.558777513
MGH36_P10_G08	0.417334292	0.292099531
MGH36_P10_G09	0.490025298	0.427173506
MGH36_P10_G10	0.57591401	0.366158192
MGH36_P10_G11	0.646930496	0.417932565
MGH36_P10_H03	0.519442659	0.492320232
MGH36_P10_H04	0.418236558	0.436902571
MGH36_P10_H05	0.184924878	0.296505563
MGH36_P10_H06	0	0.373706839
MGH36_P10_H11	0.55201529	0.438974209
MGH36_P10_H12	0.737330117	0.272151334
MGH36_P8_A01	0.311474379	0.55413811
MGH36_P8_A03	0.457002632	0.428664413
MGH36_P8_A04	0.593317996	0.425622296
MGH36_P8_A06	0.439728724	0.308245478
MGH36_P8_A07	1.246635728	0.743685461
MGH36_P8_A09	0.703444757	0.427633414
MGH36_P8_A11	0.802238892	0.527736255
MGH36_P8_A12	0.638146341	0.353296828
MGH36_P8_B01	0.734170181	0.363968749
MGH36_P8_B02	0.78811565	0.467985661
MGH36_P8_B04	0.476048604	0.458800503
MGH36_P8_B05	0.560365253	0.433158954
MGH36_P8_B08	0.687975633	0.515041111
MGH36_P8_B09	1.010650081	0.488258891
MGH36_P8_B10	0.860462192	0.598675898
MGH36_P8_B11	0.651512559	0.343213909
MGH36_P8_B12	0.387648064	0.249552546
MGH36_P8_C01	0.841347198	0.455032563
MGH36_P8_C02	0.944833914	0.545484594
MGH36_P8_C03	0.698444341	0.252133571
MGH36_P8_C06	0.638089207	0.479800225
MGH36_P8_C09	0.788983887	0.346220357
MGH36_P8_C10	0.963202546	0.459003624
MGH36_P8_C12	0.324917055	0.220158501
MGH36_P8_D01	0.665208479	0.396957327
MGH36_P8_D03	0.445015765	0.43858374
MGH36_P8_D04	0.742758831	0.745466867
MGH36_P8_D05	0.582432701	0.246567366
MGH36_P8_D07	0.601558698	0.377778209
MGH36_P8_D08	0.508830819	0.493222707
MGH36_P8_D09	0.92129992	0.259119615
MGH36_P8_D10	0.861556601	0.388449293
MGH36_P8_D11	0.978686851	0.754033514
MGH36_P8_D12	0.548872966	0.429816502
MGH36_P8_E01	0.612943968	0.485564426
MGH36_P8_E02	0.198862078	0.345569549
MGH36_P8_E03	1.10292685	0.614884663
MGH36_P8_E04	0.648095532	0.238715236
MGH36_P8_E05	0.6164321	0.595323372
MGH36_P8_E06	0.454170043	0.412514956
MGH36_P8_E10	0.490479527	0.381961807
MGH36_P8_F02	0.743929865	0.245760972
MGH36_P8_F05	0.796364547	0.477103102
MGH36_P8_F07	0.399198223	0.476635984
MGH36_P8_F09	0.351714504	0.394520453
MGH36_P8_G01	0.762375557	0.398132768
MGH36_P8_G02	0.782692832	0.405913263
MGH36_P8_G03	0.505793811	0.452371848
MGH36_P8_G04	0.33316885	0.247334552
MGH36_P8_G05	0.890026917	0.353930691
MGH36_P8_G06	0.846042897	0.614803985
MGH36_P8_G07	0.582980334	0.491327292
MGH36_P8_G08	0.507987996	0.331281319
MGH36_P8_G10	0.912704221	0.470655587
MGH36_P8_G12	0.678185181	0.477109896
MGH36_P8_H01	0.975567672	0.460854722
MGH36_P8_H04	0.791469532	0.641307149
MGH36_P8_H06	0.486171564	0.541963077
MGH36_P8_H07	0.508748173	0.496147262
MGH36_P8_H09	0.691094602	0.566540709
MGH36_P8_H11	0.275911756	0.425300749
MGH36_P9_A01	0.482763946	0.450999147
MGH36_P9_A02	0.751654149	0.862786328
MGH36_P9_A03	0.735402742	0.543161653
MGH36_P9_A05	0.96350974	0.369800119
MGH36_P9_A06	0.463549054	0.550808834
MGH36_P9_A07	0.778699099	0.659758157
MGH36_P9_A09	0.739967042	0.253759035
MGH36_P9_A10	0.947813835	0.639438654
MGH36_P9_A11	0.881471948	0.645114575
MGH36_P9_A12	0.718348758	0.537196573
MGH36_P9_B04	0.898305284	0.552118324
MGH36_P9_B06	0.590368356	0.422187577
MGH36_P9_B07	0.621165187	0.541742589
MGH36_P9_B08	3.659092705	1.685329241
MGH36_P9_B09	0.575441195	0.553667919
MGH36_P9_B10	0.750889773	0.814827152
MGH36_P9_B11	0.916186252	0.380271597
MGH36_P9_B12	0.792856061	0.739235199
MGH36_P9_C01	0.496554986	0.514776943
MGH36_P9_C02	0.553768727	0.602726657
MGH36_P9_C05	0.792983181	0.382253268
MGH36_P9_C07	0.684336342	0.564994811
MGH36_P9_C08	0.7662628	0.465333984
MGH36_P9_C09	0.593398007	0.087003788
MGH36_P9_C11	0.605108112	0.304214747
MGH36_P9_C12	0.441665369	0.285703565
MGH36_P9_D05	0.530742039	0.418102662
MGH36_P9_D07	0.422247255	0.518795211
MGH36_P9_D08	0.510619043	0.401456901
MGH36_P9_D09	0.578979739	0.618014689
MGH36_P9_D10	0.470132661	0.218225135
MGH36_P9_D11	0.840930964	0.4977822
MGH36_P9_E01	0.733481985	0.581247352
MGH36_P9_E02	0.577302988	0.542193548
MGH36_P9_E03	0.982495172	0.325704242
MGH36_P9_E04	0.326129018	0.443286666
MGH36_P9_E05	0.18659857	0.530581134
MGH36_P9_E06	0.250361584	0.274710391
